Région,Ville,Nom du maire,Date de prise de fonction,URL,Téléphone,Email,Adresse Mairie
Bretagne,Elliant (29370),M. René LE BARON,28/05/2020,https://www.mon-maire.fr/maire-de-elliant-29,2 98 10 91 11,contact@elliant.fr,Mairie de Elliant 1 rue du Docteur-Laennec 29370 Elliant
Bretagne,Elven (56250),M. Gérard GICQUEL,27/05/2020,https://www.mon-maire.fr/maire-de-elven-56,2 97 53 31 13,mairie@elven.fr,Mairie de Elven Place de Verdun BP 9 56250 Elven
Bretagne,Epiniac (35120),Mme Sylvie RAMÉ-PRUNAUX,26/05/2020,https://www.mon-maire.fr/maire-de-epiniac-35,2 99 80 00 34,mairie.epiniac@orange.fr,Mairie de Epiniac 10 rue de la Mairie 35120 Epiniac
Bretagne,Erbrée (35500),M. Michel ERRARD,27/05/2020,https://www.mon-maire.fr/maire-de-erbree-35,2 99 49 40 17,mairie@erbree.fr,Mairie de Erbrée 12 rue de Bretagne 35500 Erbrée
Bretagne,Ercé-en-Lamée (35620),Mme Isabelle BERTIN,25/05/2020,https://www.mon-maire.fr/maire-de-erce-en-lamee-35,2 99 44 30 16,mairie@erceenlamee.fr,Mairie de Ercé-en-Lamée 2 route des Ajoncs-d'Or 35620 Ercé-en-Lamée
Bretagne,Ercé-près-Liffré (35340),M. Bertrand CHEVESTRIER,25/05/2020,https://www.mon-maire.fr/maire-de-erce-pres-liffre-35,2 99 68 30 64,mairie@ercepresliffre.fr,Mairie de Ercé-près-Liffré Place de la Mairie 35340 Ercé-près-Liffré
Bretagne,Erdeven (56410),M. Dominique RIGUIDEL,26/05/2020,https://www.mon-maire.fr/maire-de-erdeven-56,2 97 55 64 62,mairieaccueil@erdeven.fr,Mairie de Erdeven Place de la Mairie 56410 Erdeven
Bretagne,Éréac (22250),Mme Nicole DROBECQ,24/05/2020,https://www.mon-maire.fr/maire-de-ereac-22,2 96 86 63 55,mairie.ereac@wanadoo.fr,Mairie de Éréac 3 place de l'Église 22250 Éréac
Bretagne,Landebaëron (22140),M. Sébastien TONDEREAU,28/05/2020,https://www.mon-maire.fr/maire-de-landebaeron-22,2 96 43 23 26,mairie.landebaeron@orange.fr,Mairie de Landebaëron Hent-Skol 22140 Landebaëron
Bretagne,Landébia (22130),M. Patrick DURAND,24/05/2020,https://www.mon-maire.fr/maire-de-landebia-22,2 96 84 48 31,mairie-landebia@orange.fr,Mairie de Landébia Place Arthur-Cade 22130 Landébia
Bretagne,Landéda (29870),Mme Christine CHEVALIER,25/05/2020,https://www.mon-maire.fr/maire-de-landeda-29,2 98 04 93 06,accueil@landeda.fr,Mairie de Landéda 61 Ti-Korn 29870 Landéda
Bretagne,Landéhen (22400),Mme Nathalie TRAVERT-LE ROUX,25/05/2020,https://www.mon-maire.fr/maire-de-landehen-22,2 96 30 03 21,mairiedelandehen@wanadoo.fr,Mairie de Landéhen 7 place du Bourg 22400 Landéhen
Bretagne,Landeleau (29530),M. Yvon COQUIL,27/05/2020,https://www.mon-maire.fr/maire-de-landeleau-29,2 98 93 82 16,commune-de-landeleau@wanadoo.fr,Mairie de Landeleau 3 place de la Mairie 29530 Landeleau
Bretagne,Landerneau (29800),M. Patrick LECLERC,25/05/2020,https://www.mon-maire.fr/maire-de-landerneau-29,2 98 85 43 00,ti-ker-landerne@mairie-landerneau.fr,Mairie de Landerneau 2 rue de la Tour-d'Auvergne 29800 Landerneau
Bretagne,Landévant (56690),M. Pascal LE CALVE,25/05/2020,https://www.mon-maire.fr/maire-de-landevant-56,2 97 56 93 00,commune.landevant@wanadoo.fr,Mairie de Landévant 15 rue Nationale 56690 Landévant
Bretagne,Landévennec (29560),M. Roger LARS,25/05/2020,https://www.mon-maire.fr/maire-de-landevennec-29,2 98 27 72 65,mairie.landevennec@wanadoo.fr,Mairie de Landévennec Place de la Mairie 29560 Landévennec
Bretagne,Landivisiau (29400),Mme Laurence CLAISSE,03/07/2020,https://www.mon-maire.fr/maire-de-landivisiau-29,2 98 68 00 30,landivisiau@ville-landivisiau.fr,Mairie de Landivisiau 19 rue Georges-Clemenceau CS 90609 29400 Landivisiau
Bretagne,Landrévarzec (29510),M. Paul BOEDEC,25/05/2020,https://www.mon-maire.fr/maire-de-landrevarzec-29,2 98 57 90 44,mairie-landrevarzec@wanadoo.fr,Mairie de Landrévarzec 1 place Saint-Guénolé 29510 Landrévarzec
Bretagne,Mespaul (29420),M. Bernard FLOCH,03/07/2020,https://www.mon-maire.fr/maire-de-mespaul-29,2 98 61 57 03,mairie.mespaul@wanadoo.fr,Mairie de Mespaul 55 rue de la Mairie 29420 Mespaul
Bretagne,Meucon (56890),M. Pierrick MESSAGER,25/05/2020,https://www.mon-maire.fr/maire-de-meucon-56,2 97 60 74 31,mairie@meucon.fr,Mairie de Meucon 1 route de Pontivy 56890 Meucon
Bretagne,Mézières-sur-Couesnon (35140),M. Olivier BARBETTE,26/05/2020,https://www.mon-maire.fr/maire-de-mezieres-sur-couesnon-35,2 99 39 36 43,secretariat.mezieres-sur-couesnon@orange.fr,Mairie de Mézières-sur-Couesnon Place de la Mairie 35140 Mézières-sur-Couesnon
Bretagne,Milizac-Guipronvel (29290),M. Bernard QUILLEVERE,26/05/2020,https://www.mon-maire.fr/maire-de-milizac-guipronvel-29,2 98 07 90 31,mairie@milizac-guipronvel.bzh,Mairie de Milizac-Guipronvel Milizac 1 place Ar-Stivell 29290 Milizac-Guipronvel
Bretagne,Miniac-Morvan (35540),M. Olivier COMPAIN,24/05/2020,https://www.mon-maire.fr/maire-de-miniac-morvan-35,2 99 58 51 77,mairie@mairie-miniac-morvan.fr,Mairie de Miniac-Morvan Place de la Mairie 35540 Miniac-Morvan
Bretagne,Miniac-sous-Bécherel (35190),M. Daniel MONNIER,26/05/2020,https://www.mon-maire.fr/maire-de-miniac-sous-becherel-35,2 99 66 82 71,secretariat.miniac@wanadoo.fr,Mairie de Miniac-sous-Bécherel 2 place Constant-Gendrot 35190 Miniac-sous-Bécherel
Bretagne,Minihy-Tréguier (22220),M. Christian LE ROI,24/05/2020,https://www.mon-maire.fr/maire-de-minihy-treguier-22,2 96 92 31 49,commune-de-minihy@wanadoo.fr,Mairie de Minihy-Tréguier 15 rue du Bourg 22220 Minihy-Tréguier
Bretagne,Missiriac (56140),Mme Christelle MARCY,23/05/2020,https://www.mon-maire.fr/maire-de-missiriac-56,2 97 75 16 14,mairie.missiriac@wanadoo.fr,Mairie de Missiriac 6 rue Édouard-Rolland 56140 Missiriac
Bretagne,Moëlan-sur-Mer (29350),Mme Marie-Louise GRISEL,03/07/2020,https://www.mon-maire.fr/maire-de-moelan-sur-mer-29,2 98 39 60 10,mairie-moelan@wanadoo.fr,Mairie de Moëlan-sur-Mer 2 rue des Moulins BP 9 29350 Moëlan-sur-Mer
Bretagne,Mohon (56490),M. Francis MAHIEUX,03/07/2020,https://www.mon-maire.fr/maire-de-mohon-56,2 97 93 94 20,mairie.mohon@wanadoo.fr,Mairie de Mohon 1 place de la Mairie 56490 Mohon
Bretagne,Plourivo (22860),Mme Véronique CADUDAL,27/05/2020,https://www.mon-maire.fr/maire-de-plourivo-22,2 96 55 90 20,contact@plourivo.fr,Mairie de Plourivo 1 place du Bourg 22860 Plourivo
Bretagne,Plouvara (22170),M. Cyril NICOLAS,27/05/2020,https://www.mon-maire.fr/maire-de-plouvara-22,2 96 94 80 25,mairie-plouvara@wanadoo.fr,Mairie de Plouvara 1 place de la Mairie 22170 Plouvara
Bretagne,Plouvien (29860),M. Hervé OLDANI,23/05/2020,https://www.mon-maire.fr/maire-de-plouvien-29,2 98 40 91 16,mairie@ville-plouvien.fr,Mairie de Plouvien 1 place de la Mairie BP 3 29860 Plouvien
Bretagne,Plouvorn (29420),M. Gilbert MIOSSEC,23/05/2020,https://www.mon-maire.fr/maire-de-plouvorn-29,2 98 61 32 40,commune-de-plouvorn@wanadoo.fr,Mairie de Plouvorn Rue du Guéven 29420 Plouvorn
Bretagne,Plouyé (29690),M. Grégory LE GUILLOU,03/07/2020,https://www.mon-maire.fr/maire-de-plouye-29,2 98 99 70 07,mairie.plouye@orange.fr,Mairie de Plouyé 5 rue de la Mairie 29690 Plouyé
Bretagne,Plouzané (29280),M. Yves DU BUIT,04/07/2020,https://www.mon-maire.fr/maire-de-plouzane-29,2 98 31 95 30,mairie@plouzane.fr,Mairie de Plouzané Place Anjela-Duval BP 7 29280 Plouzané
Bretagne,Plouzélambre (22420),M. André COENT,25/05/2020,https://www.mon-maire.fr/maire-de-plouzelambre-22,2 96 35 41 34,mairie.plouzelambre@wanadoo.fr,Mairie de Plouzélambre Le Bourg 22420 Plouzélambre
Bretagne,Plouzévédé (29440),M. Jean-Philippe DUFFORT,26/05/2020,https://www.mon-maire.fr/maire-de-plouzevede-29,2 98 69 98 18,mairie.plouzevede@wanadoo.fr,Mairie de Plouzévédé 4 place de la Mairie 29440 Plouzévédé
Bretagne,Plovan (29720),M. Dominique ANDRO,27/05/2020,https://www.mon-maire.fr/maire-de-plovan-29,2 98 54 42 07,mairiedeplovan@wanadoo.fr,Mairie de Plovan 2 rue de la Mairie 29720 Plovan
Bretagne,Plozévet (29710),M. Gilles KEREZEON,26/05/2020,https://www.mon-maire.fr/maire-de-plozevet-29,2 98 91 30 10,commune@plozevet.bzh,Mairie de Plozévet 14 rue Jules-Ferry 29710 Plozévet
Bretagne,Saint-Léry (56430),M. Daniel MANENC,23/05/2020,https://www.mon-maire.fr/maire-de-saint-lery-56,2 97 22 68 76,mairie.st.lery@wanadoo.fr,Mairie de Saint-Léry 6 rue de la Mairie 56430 Saint-Léry
Bretagne,Saint-Lormel (22130),M. René BOUAN,23/05/2020,https://www.mon-maire.fr/maire-de-saint-lormel-22,2 96 84 14 80,mairie.st.lormel@orange.fr,Mairie de Saint-Lormel 1 rue Saint-Pierre 22130 Saint-Lormel
Bretagne,Saint-Lunaire (35800),M. Michel PENHOUET,27/05/2020,https://www.mon-maire.fr/maire-de-saint-lunaire-35,2 99 46 30 51,mairie@saint-lunaire.fr,Mairie de Saint-Lunaire Boulevard Flusson 35800 Saint-Lunaire
Bretagne,Saint-M'Hervé (35500),Mme Elisabeth BRUN,23/05/2020,https://www.mon-maire.fr/maire-de-saint-mherve-35,2 99 76 70 01,mairie.stmherve@wanadoo.fr,Mairie de Saint-M'Hervé 1 rue d'Ernée 35500 Saint-M'Hervé
Bretagne,Saint-Maden (22350),M. Jean-Luc LECHEVESTRIER,27/05/2020,https://www.mon-maire.fr/maire-de-saint-maden-22,2 96 83 43 50,mairiestmaden@wanadoo.fr,Mairie de Saint-Maden Le Bourg 22350 Saint-Maden
Bretagne,Saint-Malo (35400),M. Gilles LURTON,03/07/2020,https://www.mon-maire.fr/maire-de-saint-malo-35,2 99 40 71 11,secretaire-maire@saint-malo.fr,Mairie de Saint-Malo Hôtel de Ville Place Chateaubriand CS 21826 35400 Saint-Malo
Bretagne,Saint-Malo-de-Beignon (56380),Mme Marie-Hélène HERRY,23/05/2020,https://www.mon-maire.fr/maire-de-saint-malo-de-beignon-56,2 97 75 76 16,mairie.stmalodebeignon@wanadoo.fr,Mairie de Saint-Malo-de-Beignon 24 rue de la République 56380 Saint-Malo-de-Beignon
Bretagne,Saint-Malo-de-Phily (35480),Mme Marie-Claire BRAULT,28/05/2020,https://www.mon-maire.fr/maire-de-saint-malo-de-phily-35,2 99 57 82 40,accueil@saintmalodephily.fr,Mairie de Saint-Malo-de-Phily 1 place de l'Église 35480 Saint-Malo-de-Phily
Bretagne,Saint-Malo-des-Trois-Fontaines (56490),M. Christian LE NOE,26/05/2020,https://www.mon-maire.fr/maire-de-saint-malo-des-trois-fontaines-56,2 97 75 50 78,mairie.st-malo-des-trois-fontaines@wanadoo.fr,Mairie de Saint-Malo-des-Trois-Fontaines 20 avenue du Porhoët 56490 Saint-Malo-des-Trois-Fontaines
Bretagne,Saint-Malon-sur-Mel (35750),M. Gilles LE MÉTAYER,23/05/2020,https://www.mon-maire.fr/maire-de-saint-malon-sur-mel-35,2 99 07 57 22,mairie.st.malon.sur.mel@wanadoo.fr,Mairie de Saint-Malon-sur-Mel 14 rue Saint-Jean-des-Landes 35750 Saint-Malon-sur-Mel
Bretagne,Vignoc (35630),M. Daniel HOUITTE,28/05/2020,https://www.mon-maire.fr/maire-de-vignoc-35,2 99 69 82 46,mairie.vignoc@orange.fr,Mairie de Vignoc 12 rue des Écoles 35630 Vignoc
Bretagne,Vildé-Guingalan (22980),M. Jean-Yves JUHEL,26/05/2020,https://www.mon-maire.fr/maire-de-vilde-guingalan-22,2 96 27 61 57,mairievilde.guingalan@wanadoo.fr,Mairie de Vildé-Guingalan 16 rue des Templiers 22980 Vildé-Guingalan
Bretagne,Villamée (35420),Mme Laurence CHEREL,25/05/2020,https://www.mon-maire.fr/maire-de-villamee-35,2 99 95 14 83,mairie.villamee@orange.fr,Mairie de Villamée 4 avenue des Portes-de-Bretagne 35420 Villamée
Bretagne,Visseiche (35130),M. Bruno GATEL,04/07/2020,https://www.mon-maire.fr/maire-de-visseiche-35,2 99 76 38 48,visseiche.mairie35@orange.fr,Mairie de Visseiche 1 route de Marcillé-Robert 35130 Visseiche
Bretagne,Vitré (35500),Mme Isabelle LE CALLENNEC,25/05/2020,https://www.mon-maire.fr/maire-de-vitre-35,2 99 75 05 21,info@mairie-vitre.fr,Mairie de Vitré Hôtel de Ville 5 place du Château BP 70627 35500 Vitré
Bretagne,Yffiniac (22120),M. Denis HAMAYON,23/05/2020,https://www.mon-maire.fr/maire-de-yffiniac-22,2 96 72 60 33,accueil@ville-yffiniac.fr,Mairie de Yffiniac Place de la Mairie BP 9 22120 Yffiniac
Bretagne,Yvias (22930),Mme Karine LE GRAET,04/07/2020,https://www.mon-maire.fr/maire-de-yvias-22,2 96 22 37 04,mairie.yvias@wanadoo.fr,Mairie de Yvias 3 place de la Mairie 22930 Yvias
Bretagne,Yvignac-la-Tour (22350),M. Jean-Luc BOISSEL,25/05/2020,https://www.mon-maire.fr/maire-de-yvignac-la-tour-22,2 96 86 01 59,mairie.yvignac@wanadoo.fr,Mairie de Yvignac-la-Tour 3 rue de la Fontaine-de-l'Osier 22350 Yvignac-la-Tour
Centre-Val de Loire,Abilly (37160),M. Christophe DUJON,23/05/2020,https://www.mon-maire.fr/maire-de-abilly-37,2 47 59 78 01,mairie.abilly@wanadoo.fr,Mairie de Abilly Place de la Mairie 37160 Abilly
Centre-Val de Loire,Abondant (28410),Mme Virginie QUENTIN,23/05/2020,https://www.mon-maire.fr/maire-de-abondant-28,2 37 48 78 19,mairieabondant@wanadoo.fr,Mairie de Abondant 20 Grande rue 28410 Abondant
Centre-Val de Loire,Achères (18250),M. André JOUANIN,24/07/2020,https://www.mon-maire.fr/maire-de-acheres-18,2 48 26 72 10,mairie.acheres@wanadoo.fr,Mairie de Achères 2 route d'Henrichemont 18250 Achères
Centre-Val de Loire,Adon (45230),M. Philippe COIGNET,26/05/2020,https://www.mon-maire.fr/maire-de-adon-45,2 38 35 93 52,mairieadon@wanadoo.fr,Mairie de Adon 9 route de la Bussière 45230 Adon
Centre-Val de Loire,Aigurande (36140),Mme Virginie FONTAINE,18/05/2020,https://www.mon-maire.fr/maire-de-aigurande-36,2 54 06 30 56,mairie.aigurande@wanadoo.fr,Mairie de Aigurande 1 place de la Promenade 36140 Aigurande
Centre-Val de Loire,Aillant-sur-Milleron (45230),Mme Lysiane CHAPUIS,03/07/2020,https://www.mon-maire.fr/maire-de-aillant-sur-milleron-45,2 38 97 10 60,mairieaillant45@wanadoo.fr,Mairie de Aillant-sur-Milleron 4 le Bourg 45230 Aillant-sur-Milleron
Centre-Val de Loire,Ainay-le-Vieil (18200),Mme Marie SARTIN,24/05/2020,https://www.mon-maire.fr/maire-de-ainay-le-vieil-18,2 48 63 50 96,mairie.ainaylevieil@orange.fr,Mairie de Ainay-le-Vieil 23 rue Jean-Valette 18200 Ainay-le-Vieil
Centre-Val de Loire,Aize (36150),M. Michel CHEVALLET,28/06/2020,https://www.mon-maire.fr/maire-de-aize-36,2 54 49 80 73,mairie.aize@wanadoo.fr,Mairie de Aize 4 rue de la Mairie 36150 Aize
Centre-Val de Loire,Allainville (28500),M. Alain CAPERAN,28/05/2020,https://www.mon-maire.fr/maire-de-allainville-28,2 37 82 95 70,mairie.allainville28500@wanadoo.fr,Mairie de Allainville 13 route de Garnay 28500 Allainville
Centre-Val de Loire,Allogny (18110),M. Bruno SIRAVO,25/05/2020,https://www.mon-maire.fr/maire-de-allogny-18,2 48 64 00 79,mairie.allogny@orange.fr,Mairie de Allogny Place de la Mairie 18110 Allogny
Centre-Val de Loire,Brécy (18220),M. Christian FERRAND,25/05/2020,https://www.mon-maire.fr/maire-de-brecy-18,2 48 66 10 48,mairie.brecy@wanadoo.fr,Mairie de Brécy 8 rue Saint-Firmin 18220 Brécy
Centre-Val de Loire,Bréhémont (37130),M. Alexandre TRUISSARD,23/05/2020,https://www.mon-maire.fr/maire-de-brehemont-37,2 47 96 84 71,mairie.brehemont@wanadoo.fr,Mairie de Bréhémont 1 place du 8-Mai-1945 37130 Bréhémont
Centre-Val de Loire,Bretagne (36110),M. Hugues FOUCAULT,18/05/2020,https://www.mon-maire.fr/maire-de-bretagne-36,2 54 35 61 28,bretagne.mairie@wanadoo.fr,Mairie de Bretagne 4 route de Bouges-le-Château 36110 Bretagne
Centre-Val de Loire,Breteau (45250),M. Mathieu THIÉBAUT,28/05/2020,https://www.mon-maire.fr/maire-de-breteau-45,2 38 31 94 66,mairie-de-breteau@wanadoo.fr,Mairie de Breteau 1 rue de Champoulet 45250 Breteau
Centre-Val de Loire,Brévainville (41160),M. Dominique BRUNET,25/05/2020,https://www.mon-maire.fr/maire-de-brevainville-41,2 54 82 65 98,mairie.brevainville@wanadoo.fr,Mairie de Brévainville 4 le Bourg 41160 Brévainville
Centre-Val de Loire,Brezolles (28270),M. Loïc BARBIER,28/05/2020,https://www.mon-maire.fr/maire-de-brezolles-28,2 37 48 20 45,mairie.brezolles@wanadoo.fr,Mairie de Brezolles 1 rue Notre-Dame 28270 Brezolles
Centre-Val de Loire,Briantes (36400),M. Jean-Claude BOURY,18/05/2020,https://www.mon-maire.fr/maire-de-briantes-36,2 54 48 09 06,mairie.de.briantes@orange.fr,Mairie de Briantes 4 place Jean-Moulin 36400 Briantes
Centre-Val de Loire,Briare (45250),M. Pierre-François BOUGUET,04/07/2020,https://www.mon-maire.fr/maire-de-briare-45,2 38 31 20 08,mairie-de-briare@wanadoo.fr,Mairie de Briare Place Charles-de-Gaulle BP 19 45250 Briare
Centre-Val de Loire,Briarres-sur-Essonne (45390),M. Christophe BONNIEZ,26/05/2020,https://www.mon-maire.fr/maire-de-briarres-sur-essonne-45,2 38 32 11 19,mairie-de-briarres@wanadoo.fr,Mairie de Briarres-sur-Essonne 58 rue de la Gare 45390 Briarres-sur-Essonne
Centre-Val de Loire,Briconville (28300),M. Jean-Louis PHILIPPE,23/05/2020,https://www.mon-maire.fr/maire-de-briconville-28,2 37 23 91 10,briconville.mairie@wanadoo.fr,Mairie de Briconville 4 bis rue de Courtina 28300 Briconville
Centre-Val de Loire,Cormeray (41120),M. Joël PASQUET,25/05/2020,https://www.mon-maire.fr/maire-de-cormeray-41,2 54 44 26 19,secretariat@mairie-cormeray.fr,Mairie de Cormeray 1 rue de la Buissonnière 41120 Cormeray
Centre-Val de Loire,Cormery (37320),M. Pascal DEBAUD,25/05/2020,https://www.mon-maire.fr/maire-de-cormery-37,2 47 43 40 66,mairie@cormery.fr,Mairie de Cormery 18 place du Mail 37320 Cormery
Centre-Val de Loire,Cornusse (18350),Mme Edith RAQUIN,25/05/2020,https://www.mon-maire.fr/maire-de-cornusse-18,2 48 76 81 85,mairie.cornusse@gmail.com,Mairie de Cornusse 3 route de Raymond 18350 Cornusse
Centre-Val de Loire,Corquilleroy (45120),M. René BÉGUIN,25/05/2020,https://www.mon-maire.fr/maire-de-corquilleroy-45,2 38 87 86 09,corquilleroy@wanadoo.fr,Mairie de Corquilleroy 1 rue Prudent-Harry 45120 Corquilleroy
Centre-Val de Loire,Corquoy (18190),M. Dominique BURLAUD,03/07/2020,https://www.mon-maire.fr/maire-de-corquoy-18,2 48 60 66 04,mairie.corquoy@wanadoo.fr,Mairie de Corquoy 10 route de Lunery 18190 Corquoy
Centre-Val de Loire,Cortrat (45700),Mme Christèle BEZILLES,27/05/2020,https://www.mon-maire.fr/maire-de-cortrat-45,2 38 94 92 82,mairiedecortrat@ozone.net,Mairie de Cortrat 147 rue Léon-Plancheron 45700 Cortrat
Centre-Val de Loire,Coteaux-sur-Loire (37130),M. Daniel SANS-CHAGRIN,27/05/2020,https://www.mon-maire.fr/maire-de-coteaux-sur-loire-37,2 47 96 98 64,ingrandes.village37@orange.fr,Mairie de Coteaux-sur-Loire Ingrandes-de-Touraine 12 place de l'Église 37130 Coteaux-sur-Loire
Centre-Val de Loire,Couargues (18300),Mme Jacqueline BOULAY,23/05/2020,https://www.mon-maire.fr/maire-de-couargues-18,2 48 79 90 47,mairie.couargues@wanadoo.fr,Mairie de Couargues Prévent 18300 Couargues
Centre-Val de Loire,Couddes (41700),M. Jean-Pierre RABUSSEAU,03/07/2020,https://www.mon-maire.fr/maire-de-couddes-41,2 54 71 32 17,mairie-de-couddes@wanadoo.fr,Mairie de Couddes 30 route de Blois 41700 Couddes
Centre-Val de Loire,Coudray-au-Perche (28330),Mme Nathalie BRUNET,28/05/2020,https://www.mon-maire.fr/maire-de-coudray-au-perche-28,2 37 29 10 16,mairie.coudray-au-perche@orange.fr,Mairie de Coudray-au-Perche 5 rue des Tilleuls 28330 Coudray-au-Perche
Centre-Val de Loire,Germigny-l'Exempt (18150),M. Olivier BEATRIX,25/05/2020,https://www.mon-maire.fr/maire-de-germigny-lexempt-18,2 48 74 09 16,germigny.lexempt@wanadoo.fr,Mairie de Germigny-l'Exempt 3 place de la Mairie 18150 Germigny-l'Exempt
Centre-Val de Loire,Gidy (45520),M. Benoît PERDEREAU,23/05/2020,https://www.mon-maire.fr/maire-de-gidy-45,2 38 75 35 98,accueil@mairiedegidy.fr,Mairie de Gidy Place Lucien-Bourgon 45520 Gidy
Centre-Val de Loire,Gien (45500),M. Francis CAMMAL,27/05/2020,https://www.mon-maire.fr/maire-de-gien-45,2 38 29 80 00,mairie@gien.info,Mairie de Gien 3 chemin de Montfort 45500 Gien
Centre-Val de Loire,Gièvres (41130),Mme Françoise GILOT-LECLERC,03/07/2020,https://www.mon-maire.fr/maire-de-gievres-41,2 54 98 60 61,contact@gievres.fr,Mairie de Gièvres 42 rue André-Bonnet 41130 Gièvres
Centre-Val de Loire,Gilles (28260),M. Michel MALHAPPE,23/05/2020,https://www.mon-maire.fr/maire-de-gilles-28,2 37 64 08 16,mairiedegilles@gmail.com,Mairie de Gilles Place de l'Église 28260 Gilles
Centre-Val de Loire,Girolles (45120),M. Pascal DROUIN,26/05/2020,https://www.mon-maire.fr/maire-de-girolles-45,2 38 85 43 49,mairiedegirolles@wanadoo.fr,Mairie de Girolles 8 rue du Bourg 45120 Girolles
Centre-Val de Loire,Giroux (36150),Mme Nicole SAUGET,18/05/2020,https://www.mon-maire.fr/maire-de-giroux-36,2 54 49 73 82,mairie.giroux@wanadoo.fr,Mairie de Giroux 8 route de Graçay 36150 Giroux
Centre-Val de Loire,Givardon (18600),M. Laurent CHARRIER,03/07/2020,https://www.mon-maire.fr/maire-de-givardon-18,2 48 80 00 88,mairie.givardon@wanadoo.fr,Mairie de Givardon 6 rue Alfred-Clément 18600 Givardon
Centre-Val de Loire,Givraines (45300),M. Patrick GUERINET,25/05/2020,https://www.mon-maire.fr/maire-de-givraines-45,2 38 34 21 45,mairie@givraines.fr,Mairie de Givraines 10 rue de la Mairie 45300 Givraines
Centre-Val de Loire,Gizeux (37340),M. Thierry BEAUPIED,06/07/2020,https://www.mon-maire.fr/maire-de-gizeux-37,2 47 96 76 63,mairie.gizeux@wanadoo.fr,Mairie de Gizeux 1 rue du Lavoir 37340 Gizeux
Centre-Val de Loire,Le Petit-Pressigny (37350),M. Jean-François CRON,07/07/2020,https://www.mon-maire.fr/maire-de-le-petit-pressigny-37,2 47 94 93 59,mairie.le.petit.pressigny@wanadoo.fr,Mairie de Le Petit-Pressigny 1 place du 19-Mars-1962 37350 Le Petit-Pressigny
Centre-Val de Loire,Le Plessis-Dorin (41170),M. Carol GERNOT,24/05/2020,https://www.mon-maire.fr/maire-de-le-plessis-dorin-41,2 54 80 93 99,mairie.plessis-dorin@orange.fr,Mairie de Le Plessis-Dorin Le Bourg 41170 Le Plessis-Dorin
Centre-Val de Loire,Le Plessis-l'Échelle (41370),M. Jean-Luc DUMOULIN,25/05/2020,https://www.mon-maire.fr/maire-de-le-plessis-lechelle-41,2 54 82 21 73,commune.leplessis.lechelle@wanadoo.fr,Mairie de Le Plessis-l'Échelle 15 route de Beaugency 41370 Le Plessis-l'Échelle
Centre-Val de Loire,Le Poinçonnet (36330),Mme Danielle DUPRÉ-SÉGOT,18/05/2020,https://www.mon-maire.fr/maire-de-le-poinconnet-36,2 54 60 55 35,mairie.lepoinconnet@wanadoo.fr,Mairie de Le Poinçonnet Place du 1er-Mai 36330 Le Poinçonnet
Centre-Val de Loire,Le Poislay (41270),Mme Séverine COIGNEAU,23/05/2020,https://www.mon-maire.fr/maire-de-le-poislay-41,2 54 80 53 04,mairie.lepoislay@wanadoo.fr,Mairie de Le Poislay 3 rue du Chemin-de-César 41270 Le Poislay
Centre-Val de Loire,Le Pondy (18210),M. Yves PETIT,26/05/2020,https://www.mon-maire.fr/maire-de-le-pondy-18,2 48 61 80 92,communelepondy@wanadoo.fr,Mairie de Le Pondy Le Bourg 18210 Le Pondy
Centre-Val de Loire,Le Pont-Chrétien-Chabenet (36800),M. Guillaume CHAUSSEMY,18/05/2020,https://www.mon-maire.fr/maire-de-le-pont-chretien-chabenet-36,2 54 25 81 40,commune.pontchretien@wanadoo.fr,Mairie de Le Pont-Chrétien-Chabenet 20 allée du Broutet 36800 Le Pont-Chrétien-Chabenet
Centre-Val de Loire,Le Subdray (18570),M. Bruno FOUCHET,28/05/2020,https://www.mon-maire.fr/maire-de-le-subdray-18,2 48 55 26 04,mairie.subdray@wanadoo.fr,Mairie de Le Subdray 4 rue du Bois-Rollet 18570 Le Subdray
Centre-Val de Loire,Le Temple (41170),M. Dany BOUHOURS,26/05/2020,https://www.mon-maire.fr/maire-de-le-temple-41,2 54 80 94 53,commune.le.temple@wanadoo.fr,Mairie de Le Temple 8 route de Beauchêne 41170 Le Temple
Centre-Val de Loire,Le Thieulin (28240),M. Philippe SCHMIT,23/05/2020,https://www.mon-maire.fr/maire-de-le-thieulin-28,2 37 49 81 02,mairie.lethieulin@wanadoo.fr,Mairie de Le Thieulin 2 rue de la Mairie 28240 Le Thieulin
Centre-Val de Loire,Montargis (45200),M. Benoît DIGEON,03/07/2020,https://www.mon-maire.fr/maire-de-montargis-45,2 38 95 10 00,secretariat.dgs@montargis.fr,Mairie de Montargis 6 rue Gambetta BP 719 45200 Montargis
Centre-Val de Loire,Montbarrois (45340),Mme Odile COUILLAUT,25/05/2020,https://www.mon-maire.fr/maire-de-montbarrois-45,2 38 33 71 48,mairie-montbarrois@wanadoo.fr,Mairie de Montbarrois 2 route du Gros-Orme 45340 Montbarrois
Centre-Val de Loire,Montbazon (37250),Mme Sylvie GINER,23/05/2020,https://www.mon-maire.fr/maire-de-montbazon-37,2 47 26 01 30,http://www.ville-montbazon.fr/fr/nous-contacter,Mairie de Montbazon Place André-Delaunay 37250 Montbazon
